Nombre_del_Producto,Fecha,Cantidad_de_Ventas,precio_unitario_de_venta,costo_unitario_de_compra
Salt Marlin 1kg,12/12/2023,36,1.15,0.77
Soy Oil Soya 900ml,12/12/2023,26,4.09,3.54
Wheat Flour Vilma 1kg,12/12/2023,77,3.62,2.97
"Beef ""Acem cut"" kg",12/12/2023,17,19.99,15.26
Bologna Bolonha kg,12/12/2023,3,16.98,11.09
Beer Skol 473ml,12/12/2023,42,2.86,2.53
Corn Flour Moinho Dagua 1kg,12/12/2023,16,3.95,2.5
Soda Coca Cola 2lt reciclable bottle,12/12/2023,11,7.16,4.38
Soda Coca Cola 2lt,12/12/2023,2,6.45,5.84
Common Bread kg,12/12/2023,59,7.99,4.41
Milk cream Quata 200gr,12/12/2023,1,1.99,1.5
Tomato Kg,12/12/2023,47,4.98,3.5
Potato kg,12/12/2023,83,3.39,2.4
Zucchini kg,12/12/2023,7,2.49,1.66
Cabbage kg,12/12/2023,18,2.09,1.38
Beetroot kg,12/12/2023,6,3.75,2.5
Yam kg,12/12/2023,21,3.99,2.5
Green Pepper kg,12/12/2023,3,5.99,4
Sweet potato kg,12/12/2023,14,2.99,1.9
Carrots kg,12/12/2023,16,5.28,3.5
Pumpkin kg,12/12/2023,43,1.49,0.89
Oranges kg,12/12/2023,33,2.85,1.9
Garlic Kg,12/12/2023,17,23.91,18
Onion Kg,12/12/2023,42,2.88,7.48
Apple Kg,12/12/2023,32,5.39,3.33
Banana kg,12/12/2023,20,2.49,1.5
Lettuce kg,12/12/2023,36,1.3,0.85
"Pork ""Pernil cut"" boneless kg",12/12/2023,7,14.99,11.31
Sugar Delta 5kg,12/12/2023,99,9.26,8.4
Ham kg,12/12/2023,1,20.48,13.33
Ground beef kg,12/12/2023,11,15.87,7.48
Generic Ham kg,12/12/2023,3,18.25,11.74
Bologna Confianca kg,12/12/2023,4,6.99,4.98
Sweet Bread kg,13/12/2023,7,8.99,2.09
Frozen Chicken kg,13/12/2023,38,6.59,5.04
Salsage kg,13/12/2023,14,6.25,4.62
Calabrezza Saussage kg,13/12/2023,3,15.32,11.36
Mozarella Cheese kg,13/12/2023,14,27.96,17.45
Dish Soap Ype Clear 500ml,13/12/2023,16,1.95,1.49
Dish Soap Ype Apple 500ml,13/12/2023,5,1.95,1.49
Dish soap Ype Neutro 500ml,13/12/2023,22,1.95,1.49
Rice Albaruska Pilao 5kg,13/12/2023,19,17.55,15.83
Powder juice Frech orange 10gr,13/12/2023,2,0.5,0.34
Tomato sauce Elefante 130g,13/12/2023,10,2.19,1.64
Coffee Mineiro 500gr,13/12/2023,18,5.85,4.5
Instant Pasta Nissin Chicken 85gr,13/12/2023,16,1.55,1.19
Fries JR Fritas 300g,13/12/2023,3,7.59,5.8
Coffee Mantiqueira 500g,13/12/2023,8,7.59,5.82
Coffee Santa Barbara kg,13/12/2023,27,5.99,4.77
Chicken Steak Perdigao 100gr,13/12/2023,43,1.35,0.99
Corn Flour Mimoso 1kg,13/12/2023,20,1.89,1.4
Salt Marlin 1kg,13/12/2023,25,1.15,0.77
Soy Oil Soya 900ml,13/12/2023,10,4.09,3.54
Wheat Flour Vilma 1kg,13/12/2023,36,3.69,2.97
"Beef ""Acem cut"" kg",13/12/2023,22,19.99,15.26
Bologna Bolonha kg,13/12/2023,3,16.99,11.09
Beer Skol 473ml,13/12/2023,18,2.89,2.53
Corn Flour Moinho Dagua 1kg,13/12/2023,17,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,13/12/2023,5,6.37,4.38
Soda Coca Cola 2lt,13/12/2023,3,6.45,5.84
Common Bread kg,13/12/2023,61,7.99,4.41
Tomato Kg,13/12/2023,28,4.99,3.5
Potato kg,13/12/2023,88,3,2
Zucchini kg,13/12/2023,6,2.48,1.66
Cabbage kg,13/12/2023,16,2.09,1.38
Beetroot kg,13/12/2023,7,3.75,2.5
Yam kg,13/12/2023,19,3.99,2.5
Green Pepper kg,13/12/2023,2,5.98,4
Sweet potato kg,13/12/2023,9,2.99,1.9
Carrots kg,13/12/2023,13,5.28,3.5
Pumpkin kg,13/12/2023,17,1.49,0.89
Oranges kg,13/12/2023,43,2.85,1.9
Garlic Kg,13/12/2023,10,23.98,18
Onion Kg,13/12/2023,15,2.89,7.48
Apple Kg,13/12/2023,22,5.03,3.33
Banana kg,13/12/2023,30,2.49,1.5
Lettuce kg,13/12/2023,36,1.3,0.85
"Pork ""Pernil cut"" boneless kg",13/12/2023,5,14.99,11.31
Sugar Delta 5kg,13/12/2023,49,9.29,8.4
Ham kg,13/12/2023,3,20.4,13.33
Ground beef kg,13/12/2023,10,15.99,7.48
Generic Ham kg,13/12/2023,1,18.24,11.74
Bologna Confianca kg,13/12/2023,3,6.99,4.98
Sweet Bread kg,14/12/2023,8,8.99,2.09
Frozen Chicken kg,14/12/2023,55,6.58,5.04
Salsage kg,14/12/2023,21,6.25,4.8
Calabrezza Saussage kg,14/12/2023,5,15.35,11.36
Mozarella Cheese kg,14/12/2023,5,27.92,17.45
Dish Soap Ype Clear 500ml,14/12/2023,24,1.95,1.49
Dish Soap Ype Apple 500ml,14/12/2023,14,1.95,1.49
Dish soap Ype Neutro 500ml,14/12/2023,11,1.95,1.49
Rice Albaruska Pilao 5kg,14/12/2023,16,17.54,15.83
Tomato sauce Elefante 130g,14/12/2023,9,2.19,1.64
Coffee Mineiro 500gr,14/12/2023,20,5.85,4.5
Instant Pasta Nissin Chicken 85gr,14/12/2023,20,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,14/12/2023,3,0.99,0.48
Fries JR Fritas 300g,14/12/2023,6,7.59,5.8
Coffee Mantiqueira 500g,14/12/2023,18,7.58,5.82
Coffee Santa Barbara kg,14/12/2023,12,5.99,4.77
Chicken Steak Perdigao 100gr,14/12/2023,13,1.34,0.99
Corn Flour Mimoso 1kg,14/12/2023,36,1.89,1.4
Salt Marlin 1kg,14/12/2023,26,1.15,0.77
Soy Oil Soya 900ml,14/12/2023,11,4.09,3.54
Wheat Flour Vilma 1kg,14/12/2023,19,3.69,2.97
"Beef ""Acem cut"" kg",14/12/2023,27,19.9,15.26
Bologna Bolonha kg,14/12/2023,3,16.99,11.09
Beer Skol 473ml,14/12/2023,66,2.88,2.53
Corn Flour Moinho Dagua 1kg,14/12/2023,19,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,14/12/2023,18,6.81,4.38
Common Bread kg,14/12/2023,79,7.97,4.41
Tomato Kg,14/12/2023,64,4.98,3.5
Potato kg,14/12/2023,109,2.99,2
Zucchini kg,14/12/2023,5,2.49,1.66
Cabbage kg,14/12/2023,29,2.09,1.38
Beetroot kg,14/12/2023,12,3.75,2.5
Yam kg,14/12/2023,16,3.99,2.5
Green Pepper kg,14/12/2023,7,5.96,4
Sweet potato kg,14/12/2023,14,2.99,1.9
Carrots kg,14/12/2023,17,5.29,3.5
Pumpkin kg,14/12/2023,24,1.49,0.89
Oranges kg,14/12/2023,33,2.85,1.9
Garlic Kg,14/12/2023,17,23.96,18
Onion Kg,14/12/2023,39,2.88,7.48
Apple Kg,14/12/2023,35,4.99,3.33
Banana kg,14/12/2023,41,2.49,1.5
Lettuce kg,14/12/2023,37,1.3,0.85
"Pork ""Pernil cut"" boneless kg",14/12/2023,5,14.99,9.06
Sugar Delta 5kg,14/12/2023,46,9.29,8.4
Ham kg,14/12/2023,3,20.49,13.33
Ground beef kg,14/12/2023,13,15.93,7.48
Generic Ham kg,14/12/2023,2,18.14,11.74
Bologna Confianca kg,14/12/2023,5,6.99,4.98
Sweet Bread kg,15/12/2023,9,8.98,2.09
Frozen Chicken kg,15/12/2023,71,6.55,5.04
Salsage kg,15/12/2023,22,6.25,4.8
Calabrezza Saussage kg,15/12/2023,6,15.28,11.36
Mozarella Cheese kg,15/12/2023,7,27.9,17.45
Dish Soap Ype Clear 500ml,15/12/2023,19,1.95,1.49
Dish Soap Ype Apple 500ml,15/12/2023,16,1.95,1.49
Dish soap Ype Neutro 500ml,15/12/2023,12,1.94,1.49
Rice Albaruska Pilao 5kg,15/12/2023,21,17.55,15.83
Tomato sauce Elefante 130g,15/12/2023,12,2.19,1.64
Coffee Mineiro 500gr,15/12/2023,24,5.85,4.5
Instant Pasta Nissin Chicken 85gr,15/12/2023,8,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,15/12/2023,10,0.99,0.48
Fries JR Fritas 300g,15/12/2023,21,7.57,5.8
Coffee Mantiqueira 500g,15/12/2023,27,7.59,5.82
Coffee Santa Barbara kg,15/12/2023,18,5.99,4.77
Chicken Steak Perdigao 100gr,15/12/2023,19,1.35,0.99
Corn Flour Mimoso 1kg,15/12/2023,42,1.89,1.4
Salt Marlin 1kg,15/12/2023,29,1.15,0.77
Soy Oil Soya 900ml,15/12/2023,33,4.09,3.54
Wheat Flour Vilma 1kg,15/12/2023,55,3.69,2.97
"Beef ""Acem cut"" kg",15/12/2023,24,19.98,15.26
Bologna Bolonha kg,15/12/2023,2,17,11.09
Beer Skol 473ml,15/12/2023,101,2.88,2.53
Corn Flour Moinho Dagua 1kg,15/12/2023,23,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,15/12/2023,56,6.81,4.38
Soda Coca Cola 2lt,15/12/2023,1,6.45,5.84
Common Bread kg,15/12/2023,72,7.98,4.41
Tomato Kg,15/12/2023,58,4.98,3.5
Potato kg,15/12/2023,138,2.99,2
Zucchini kg,15/12/2023,11,2.49,1.66
Cabbage kg,15/12/2023,19,2.09,1.38
Beetroot kg,15/12/2023,8,3.75,2.5
Yam kg,15/12/2023,18,3.99,2.5
Green Pepper kg,15/12/2023,11,5.98,4
Sweet potato kg,15/12/2023,19,2.99,1.9
Carrots kg,15/12/2023,34,5.29,3.5
Pumpkin kg,15/12/2023,32,1.49,0.89
Oranges kg,15/12/2023,35,2.85,1.9
Garlic Kg,15/12/2023,15,23.98,18
Onion Kg,15/12/2023,48,2.89,7.48
Apple Kg,15/12/2023,30,4.99,3.33
Banana kg,15/12/2023,38,2.48,1.5
Lettuce kg,15/12/2023,48,1.3,0.85
"Pork ""Pernil cut"" boneless kg",15/12/2023,14,14.97,7.48
Sugar Delta 5kg,15/12/2023,65,9.28,8.4
Ham kg,15/12/2023,5,20.27,13.33
Ground beef kg,15/12/2023,23,15.91,7.48
Generic Ham kg,15/12/2023,4,18.14,11.74
Bologna Confianca kg,15/12/2023,6,6.99,4.98
Sweet Bread kg,16/12/2023,3,8.99,2.09
Frozen Chicken kg,16/12/2023,19,6.59,5.04
Salsage kg,16/12/2023,12,6.25,4.8
Calabrezza Saussage kg,16/12/2023,2,15.08,11.36
Mozarella Cheese kg,16/12/2023,6,27.85,17.45
Dish Soap Ype Clear 500ml,16/12/2023,6,1.95,1.49
Dish Soap Ype Apple 500ml,16/12/2023,1,1.95,1.49
Dish soap Ype Neutro 500ml,16/12/2023,4,1.95,1.49
Rice Albaruska Pilao 5kg,16/12/2023,4,17.55,15.83
Tomato sauce Elefante 130g,16/12/2023,17,2.19,1.64
Coffee Mineiro 500gr,16/12/2023,3,5.85,4.5
Instant Pasta Nissin Chicken 85gr,16/12/2023,3,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,16/12/2023,5,0.99,0.48
Fries JR Fritas 300g,16/12/2023,13,7.59,5.8
Coffee Mantiqueira 500g,16/12/2023,6,7.59,5.82
Coffee Santa Barbara kg,16/12/2023,3,5.99,4.77
Chicken Steak Perdigao 100gr,16/12/2023,10,1.33,0.99
Corn Flour Mimoso 1kg,16/12/2023,2,1.89,1.4
Salt Marlin 1kg,16/12/2023,9,1.15,0.77
Soy Oil Soya 900ml,16/12/2023,8,4.09,3.54
Wheat Flour Vilma 1kg,16/12/2023,11,3.69,2.97
"Beef ""Acem cut"" kg",16/12/2023,4,19.99,15.26
Bologna Bolonha kg,16/12/2023,0,16.99,11.09
Beer Skol 473ml,16/12/2023,85,2.85,2.53
Corn Flour Moinho Dagua 1kg,16/12/2023,12,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,16/12/2023,28,6.28,4.38
Common Bread kg,16/12/2023,45,7.98,4.41
Tomato Kg,16/12/2023,25,4.98,3.5
Potato kg,16/12/2023,34,2.99,2
Zucchini kg,16/12/2023,2,2.49,1.66
Cabbage kg,16/12/2023,12,2.09,1.38
Beetroot kg,16/12/2023,1,3.75,2.5
Yam kg,16/12/2023,4,3.99,2.5
Green Pepper kg,16/12/2023,3,5.99,4
Sweet potato kg,16/12/2023,4,2.99,1.9
Carrots kg,16/12/2023,13,5.27,3.5
Pumpkin kg,16/12/2023,6,1.49,0.89
Oranges kg,16/12/2023,10,2.83,1.9
Garlic Kg,16/12/2023,5,23.93,18
Onion Kg,16/12/2023,20,2.88,7.48
Apple Kg,16/12/2023,9,4.99,3.33
Banana kg,16/12/2023,22,2.49,1.5
"Pork ""Pernil cut"" boneless kg",16/12/2023,9,14.89,7.48
Sugar Delta 5kg,16/12/2023,13,9.29,8.4
Ham kg,16/12/2023,2,20.49,13.33
Ground beef kg,16/12/2023,15,15.95,7.48
Generic Ham kg,16/12/2023,4,18.04,11.74
Bologna Confianca kg,16/12/2023,2,6.99,4.98
Sweet Bread kg,17/12/2023,11,8.99,2.09
Frozen Chicken kg,17/12/2023,33,6.59,5.04
Salsage kg,17/12/2023,19,6.23,4.8
Calabrezza Saussage kg,17/12/2023,4,15.35,11.36
Mozarella Cheese kg,17/12/2023,6,27.98,17.45
Dish Soap Ype Clear 500ml,17/12/2023,21,1.95,1.49
Dish Soap Ype Apple 500ml,17/12/2023,23,1.95,1.49
Dish soap Ype Neutro 500ml,17/12/2023,19,1.95,1.49
Rice Albaruska Pilao 5kg,17/12/2023,20,17.55,15.83
Tomato sauce Elefante 130g,17/12/2023,21,2.19,1.64
Coffee Mineiro 500gr,17/12/2023,17,5.84,4.5
Instant Pasta Nissin Chicken 85gr,17/12/2023,22,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,17/12/2023,16,0.99,0.48
Fries JR Fritas 300g,17/12/2023,8,7.59,5.8
Coffee Mantiqueira 500g,17/12/2023,39,7.59,5.82
Coffee Santa Barbara kg,17/12/2023,26,5.99,4.77
Chicken Steak Perdigao 100gr,17/12/2023,20,1.35,0.99
Corn Flour Mimoso 1kg,17/12/2023,44,1.89,1.4
Salt Marlin 1kg,17/12/2023,78,1.15,0.77
Soy Oil Soya 900ml,17/12/2023,42,4.09,3.54
Wheat Flour Vilma 1kg,17/12/2023,64,3.68,2.97
"Beef ""Acem cut"" kg",17/12/2023,20,19.92,15.26
Bologna Bolonha kg,17/12/2023,3,16.99,11.09
Beer Skol 473ml,17/12/2023,36,2.89,2.53
Corn Flour Moinho Dagua 1kg,17/12/2023,29,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,17/12/2023,13,7.06,4.38
Common Bread kg,17/12/2023,58,7.99,4.41
Tomato Kg,17/12/2023,70,4.35,3.04
Potato kg,17/12/2023,104,2.99,2
Zucchini kg,17/12/2023,7,3.1,2.05
Cabbage kg,17/12/2023,26,2.09,1.38
Beetroot kg,17/12/2023,17,3.75,2.5
Yam kg,17/12/2023,32,3.99,2.5
Green Pepper kg,17/12/2023,9,5.98,4
Sweet potato kg,17/12/2023,22,2.99,1.9
Carrots kg,17/12/2023,28,5.29,3.5
Pumpkin kg,17/12/2023,35,1.49,0.89
Oranges kg,17/12/2023,23,2.85,1.9
Garlic Kg,17/12/2023,19,25.96,18.49
Onion Kg,17/12/2023,55,2.89,7.48
Apple Kg,17/12/2023,38,4.99,3.33
Banana kg,17/12/2023,25,2.49,1.5
Lettuce kg,17/12/2023,36,1.3,0.85
"Pork ""Pernil cut"" boneless kg",17/12/2023,9,14.99,7.48
Sugar Delta 5kg,17/12/2023,91,9.29,8.4
Ham kg,17/12/2023,1,20.49,13.33
Ground beef kg,17/12/2023,11,15.99,7.48
Generic Ham kg,17/12/2023,3,18.23,11.74
Bologna Confianca kg,17/12/2023,5,6.99,4.98
Sweet Bread kg,18/12/2023,10,8.99,2.09
Frozen Chicken kg,18/12/2023,30,6.59,5.04
Salsage kg,18/12/2023,19,6.25,4.8
Calabrezza Saussage kg,18/12/2023,6,15.35,11.36
Mozarella Cheese kg,18/12/2023,4,27.99,17.45
Dish Soap Ype Clear 500ml,18/12/2023,25,1.95,1.49
Dish Soap Ype Apple 500ml,18/12/2023,23,1.95,1.49
Dish soap Ype Neutro 500ml,18/12/2023,11,1.95,1.49
Rice Albaruska Pilao 5kg,18/12/2023,27,17.55,15.83
Tomato sauce Elefante 130g,18/12/2023,23,2.19,1.64
Coffee Mineiro 500gr,18/12/2023,18,5.85,4.5
Instant Pasta Nissin Chicken 85gr,18/12/2023,26,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,18/12/2023,3,0.99,0.48
Fries JR Fritas 300g,18/12/2023,17,7.59,5.8
Coffee Mantiqueira 500g,18/12/2023,34,7.59,5.82
Coffee Santa Barbara kg,18/12/2023,15,5.99,4.77
Chicken Steak Perdigao 100gr,18/12/2023,15,1.35,0.99
Corn Flour Mimoso 1kg,18/12/2023,38,1.89,1.4
Salt Marlin 1kg,18/12/2023,54,1.15,0.77
Soy Oil Soya 900ml,18/12/2023,44,4.09,3.54
Wheat Flour Vilma 1kg,18/12/2023,59,3.69,2.97
"Beef ""Acem cut"" kg",18/12/2023,22,19.99,15.26
Bologna Bolonha kg,18/12/2023,3,16.99,11.09
Beer Skol 473ml,18/12/2023,10,2.89,2.53
Corn Flour Moinho Dagua 1kg,18/12/2023,40,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,18/12/2023,1,7.29,4.38
Soda Coca Cola 2lt,18/12/2023,12,6.45,5.84
Common Bread kg,18/12/2023,69,8,4.41
Tomato Kg,18/12/2023,64,4.29,3
Potato kg,18/12/2023,151,2.99,2.27
Zucchini kg,18/12/2023,17,3.35,2.22
Cabbage kg,18/12/2023,19,2.09,1.38
Beetroot kg,18/12/2023,9,3.75,2.63
Yam kg,18/12/2023,29,3.99,2.5
Green Pepper kg,18/12/2023,5,5.99,4
Sweet potato kg,18/12/2023,26,2.99,2.06
Carrots kg,18/12/2023,36,5.29,3.5
Pumpkin kg,18/12/2023,58,1.49,0.89
Oranges kg,18/12/2023,23,2.85,1.75
Garlic Kg,18/12/2023,22,25.98,18.5
Onion Kg,18/12/2023,53,2.89,7.48
Apple Kg,18/12/2023,29,4.99,3.33
Banana kg,18/12/2023,20,2.49,1.5
Lettuce kg,18/12/2023,36,1.3,0.85
"Pork ""Pernil cut"" boneless kg",18/12/2023,3,14.99,7.48
Sugar Delta 5kg,18/12/2023,91,9.79,8.87
Ham kg,18/12/2023,1,20.48,13.33
Ground beef kg,18/12/2023,13,15.99,7.48
Generic Ham kg,18/12/2023,2,18.25,11.74
Bologna Confianca kg,18/12/2023,3,6.99,4.98
Sweet Bread kg,19/12/2023,9,8.99,2.09
Frozen Chicken kg,19/12/2023,44,6.59,4.85
Salsage kg,19/12/2023,20,6.25,4.8
Calabrezza Saussage kg,19/12/2023,8,15.35,11.36
Mozarella Cheese kg,19/12/2023,19,27.98,17.45
Dish Soap Ype Clear 500ml,19/12/2023,13,1.95,1.49
Dish Soap Ype Apple 500ml,19/12/2023,33,1.95,1.49
Dish soap Ype Neutro 500ml,19/12/2023,29,1.95,1.49
Rice Albaruska Pilao 5kg,19/12/2023,26,17.55,15.83
Tomato sauce Elefante 130g,19/12/2023,17,2.19,1.64
Coffee Mineiro 500gr,19/12/2023,43,5.85,4.5
Instant Pasta Nissin Chicken 85gr,19/12/2023,13,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,19/12/2023,7,0.99,0.48
Fries JR Fritas 300g,19/12/2023,14,7.59,5.8
Coffee Mantiqueira 500g,19/12/2023,5,7.59,5.82
Coffee Santa Barbara kg,19/12/2023,15,5.99,4.77
Chicken Steak Perdigao 100gr,19/12/2023,42,1.35,0.99
Corn Flour Mimoso 1kg,19/12/2023,49,1.98,1.5
Salt Marlin 1kg,19/12/2023,41,1.15,0.77
Soy Oil Soya 900ml,19/12/2023,90,4.09,3.54
Wheat Flour Vilma 1kg,19/12/2023,38,3.69,2.97
"Beef ""Acem cut"" kg",19/12/2023,25,19.99,15.26
Bologna Bolonha kg,19/12/2023,3,16.99,11.09
Beer Skol 473ml,19/12/2023,35,2.89,2.53
Corn Flour Moinho Dagua 1kg,19/12/2023,24,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,19/12/2023,9,6.59,4.38
Soda Coca Cola 2lt,19/12/2023,62,6.99,5.83
Common Bread kg,19/12/2023,65,8,4.41
Tomato Kg,19/12/2023,64,4.29,3
Potato kg,19/12/2023,180,2.99,2.8
Zucchini kg,19/12/2023,6,3.35,2.22
Cabbage kg,19/12/2023,12,2.09,1.38
Beetroot kg,19/12/2023,12,3.75,2.78
Yam kg,19/12/2023,18,3.99,2.5
Green Pepper kg,19/12/2023,5,5.99,4
Sweet potato kg,19/12/2023,19,2.99,2.25
Carrots kg,19/12/2023,18,5.29,3.5
Pumpkin kg,19/12/2023,65,1.49,0.89
Oranges kg,19/12/2023,25,2.85,1.75
Garlic Kg,19/12/2023,18,25.99,18.5
Onion Kg,19/12/2023,51,2.89,7.48
Apple Kg,19/12/2023,31,4.99,3.33
Banana kg,19/12/2023,26,2.49,1.5
Lettuce kg,19/12/2023,36,1.3,0.85
"Pork ""Pernil cut"" boneless kg",19/12/2023,6,14.99,7.48
Sugar Delta 5kg,19/12/2023,87,9.99,9
Ham kg,19/12/2023,3,20.26,13.33
Ground beef kg,19/12/2023,8,15.98,7.48
Generic Ham kg,19/12/2023,4,18.25,11.96
Bologna Confianca kg,19/12/2023,2,7.79,4.98
Sweet Bread kg,20/12/2023,13,8.99,2.09
Frozen Chicken kg,20/12/2023,39,6.59,4.75
Salsage kg,20/12/2023,22,6.25,4.8
Calabrezza Saussage kg,20/12/2023,5,15.33,11.36
Mozarella Cheese kg,20/12/2023,8,27.97,17.45
Dish Soap Ype Clear 500ml,20/12/2023,12,1.95,1.49
Dish Soap Ype Apple 500ml,20/12/2023,12,1.95,1.49
Dish soap Ype Neutro 500ml,20/12/2023,8,1.95,1.49
Rice Albaruska Pilao 5kg,20/12/2023,26,17.53,15.83
Powder juice Frech orange 10gr,20/12/2023,25,0.5,0.34
Tomato sauce Elefante 130g,20/12/2023,24,2.19,1.64
Coffee Mineiro 500gr,20/12/2023,28,5.85,4.5
Instant Pasta Nissin Chicken 85gr,20/12/2023,46,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,20/12/2023,7,0.99,0.48
Fries JR Fritas 300g,20/12/2023,16,7.59,5.8
Coffee Mantiqueira 500g,20/12/2023,19,7.59,5.82
Coffee Santa Barbara kg,20/12/2023,29,5.99,4.77
Chicken Steak Perdigao 100gr,20/12/2023,31,1.35,0.99
Corn Flour Mimoso 1kg,20/12/2023,49,1.99,1.5
Salt Marlin 1kg,20/12/2023,53,1.15,0.77
Soy Oil Soya 900ml,20/12/2023,110,4.09,3.54
Wheat Flour Vilma 1kg,20/12/2023,41,3.69,2.97
"Beef ""Acem cut"" kg",20/12/2023,14,19.96,15.26
Bologna Bolonha kg,20/12/2023,3,16.99,11.09
Beer Skol 473ml,20/12/2023,72,2.89,2.53
Corn Flour Moinho Dagua 1kg,20/12/2023,30,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,20/12/2023,16,6.97,4.38
Soda Coca Cola 2lt,20/12/2023,34,6.99,5.83
Common Bread kg,20/12/2023,91,8,4.41
Tomato Kg,20/12/2023,118,4.16,3
Potato kg,20/12/2023,304,2.99,1.84
Zucchini kg,20/12/2023,15,3.35,2.22
Cabbage kg,20/12/2023,23,2.09,1.38
Beetroot kg,20/12/2023,12,3.75,2.78
Yam kg,20/12/2023,21,3.99,2.5
Green Pepper kg,20/12/2023,19,5.98,4
Sweet potato kg,20/12/2023,20,2.99,2.25
Carrots kg,20/12/2023,51,5.28,3.5
Pumpkin kg,20/12/2023,85,1.67,1.15
Oranges kg,20/12/2023,40,2.85,1.75
Garlic Kg,20/12/2023,19,25.95,18.5
Onion Kg,20/12/2023,78,3.3,3.2
Apple Kg,20/12/2023,29,4.99,3.33
Banana kg,20/12/2023,44,2.49,1.5
Lettuce kg,20/12/2023,108,1.3,0.85
"Pork ""Pernil cut"" boneless kg",20/12/2023,3,14.99,7.48
Sugar Delta 5kg,20/12/2023,94,9.99,9
Ham kg,20/12/2023,3,20.49,13.33
Ground beef kg,20/12/2023,7,15.99,7.48
Generic Ham kg,20/12/2023,3,18.19,12.33
Bologna Confianca kg,20/12/2023,3,7.99,4.98
Sweet Bread kg,22/12/2023,9,8.99,2.09
Frozen Chicken kg,22/12/2023,65,6.59,4.78
Salsage kg,22/12/2023,11,6.25,4.76
Calabrezza Saussage kg,22/12/2023,12,15.35,11.09
Mozarella Cheese kg,22/12/2023,11,27.81,17.45
Dish Soap Ype Clear 500ml,22/12/2023,7,1.95,1.42
Dish Soap Ype Apple 500ml,22/12/2023,20,1.95,1.49
Dish soap Ype Neutro 500ml,22/12/2023,21,1.95,1.49
Rice Albaruska Pilao 5kg,22/12/2023,18,17.55,15.83
Powder juice Frech orange 10gr,22/12/2023,11,0.5,0.34
Tomato sauce Elefante 130g,22/12/2023,5,2.19,1.64
Coffee Mineiro 500gr,22/12/2023,9,5.85,4.5
Instant Pasta Nissin Chicken 85gr,22/12/2023,23,1.55,1.19
Milky Drink Quatazinho Chocolate 200ml,22/12/2023,2,0.99,0.48
Fries JR Fritas 300g,22/12/2023,30,7.59,5.8
Coffee Mantiqueira 500g,22/12/2023,35,7.59,5.82
Coffee Santa Barbara kg,22/12/2023,14,5.99,4.77
Chicken Steak Perdigao 100gr,22/12/2023,30,1.35,0.99
Corn Flour Mimoso 1kg,22/12/2023,20,1.99,1.5
Salt Marlin 1kg,22/12/2023,30,1.15,0.77
Soy Oil Soya 900ml,22/12/2023,77,4.09,3.54
Wheat Flour Vilma 1kg,22/12/2023,29,3.69,2.97
"Beef ""Acem cut"" kg",22/12/2023,28,19.99,15.26
Bologna Bolonha kg,22/12/2023,3,16.99,11.09
Beer Skol 473ml,22/12/2023,105,2.89,2.41
Corn Flour Moinho Dagua 1kg,22/12/2023,17,3.99,2.5
Soda Coca Cola 2lt reciclable bottle,22/12/2023,27,6.89,4.38
Soda Coca Cola 2lt,22/12/2023,50,6.98,5.83
Common Bread kg,22/12/2023,97,7.96,4.41
Tomato Kg,22/12/2023,64,4.29,3
Potato kg,22/12/2023,127,2.99,1.8
Zucchini kg,22/12/2023,11,3.35,2.22
Cabbage kg,22/12/2023,13,2.09,1.38
Beetroot kg,22/12/2023,8,3.75,2.78
Yam kg,22/12/2023,17,3.97,2.5
Green Pepper kg,22/12/2023,11,5.98,4
Sweet potato kg,22/12/2023,14,2.98,2.25
Carrots kg,22/12/2023,28,5.29,3.5
Pumpkin kg,22/12/2023,26,1.69,1.17
Oranges kg,22/12/2023,41,2.85,1.75
Garlic Kg,22/12/2023,14,25.94,18.5
Onion Kg,22/12/2023,35,3.39,2.25
Apple Kg,22/12/2023,27,4.99,3.33
Banana kg,22/12/2023,36,2.49,1.5
Lettuce kg,22/12/2023,49,1.3,0.85
"Pork ""Pernil cut"" boneless kg",22/12/2023,17,14.99,7.48
Sugar Delta 5kg,22/12/2023,69,9.99,9
Ham kg,22/12/2023,6,20.37,13.33
Ground beef kg,22/12/2023,44,15.97,7.29
Generic Ham kg,22/12/2023,7,18.16,12.33
Bologna Confianca kg,22/12/2023,4,7.99,4.98
Sweet Bread kg,23/12/2023,5,8.93,2.09
Frozen Chicken kg,23/12/2023,52,6.58,4.85
Salsage kg,23/12/2023,12,6.25,4.7
Calabrezza Saussage kg,23/12/2023,5,15.35,10.84
Mozarella Cheese kg,23/12/2023,7,27.92,17.45
